cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,poblacion_total
2,7,M,84,211,13,0.27,0.69,0.04,45,205,44,14,0.15,0.67,0.14,0.05,17,2,289,0.06,0.01,0.94,213,85,10,0.69,0.28,0.03,100,29,61,118,0.32,0.09,0.2,0.38,294,7,7,0.95,0.02,0.02,280,22,6,0.91,0.07,0.02,55,153,28,56,0.26,0.72,0.33,0.66,16,59,19,2,20,3,7,40,14,20,86,8,0.16,0.59,0.19,0.07,0.69,0.1,0.11,0.66,0.23,0.17,0.73,0.07,5,39,53,146,24,20,0.11,0.87,0.26,0.71,0.55,0.45,308
2,8,H,122,104,9,0.52,0.44,0.04,45,150,27,13,0.19,0.64,0.11,0.06,12,2,221,0.05,0.01,0.94,177,51,7,0.75,0.22,0.03,235,0,0,0,1,0,0,0,224,2,9,0.95,0.01,0.04,214,14,7,0.91,0.06,0.03,98,77,23,27,0.55,0.44,0.45,0.53,45,150,27,0,0,0,0,0,0,0,0,0,0.19,0.64,0.11,0,0,0,0,0,0,0,0,0,14,30,86,62,20,7,0.31,0.67,0.57,0.41,0.74,0.26,235
2,8,M,66,185,21,0.24,0.68,0.08,47,175,25,25,0.17,0.64,0.09,0.09,14,1,257,0.05,0,0.94,197,59,16,0.72,0.22,0.06,57,16,44,155,0.21,0.06,0.16,0.57,256,6,10,0.94,0.02,0.04,244,17,11,0.9,0.06,0.04,42,150,23,34,0.21,0.76,0.39,0.58,15,28,1,1,11,4,4,27,12,27,109,8,0.26,0.49,0.02,0.06,0.69,0.25,0.09,0.61,0.27,0.17,0.7,0.05,8,36,43,129,14,10,0.17,0.77,0.25,0.74,0.56,0.4,272
2,9,H,114,119,6,0.48,0.5,0.03,43,169,16,11,0.18,0.71,0.07,0.05,22,4,213,0.09,0.02,0.89,186,49,4,0.78,0.21,0.02,239,0,0,0,1,0,0,0,230,2,7,0.96,0.01,0.03,225,8,6,0.94,0.03,0.03,101,83,13,36,0.54,0.45,0.27,0.73,43,169,16,0,0,0,0,0,0,0,0,0,0.18,0.71,0.07,0,0,0,0,0,0,0,0,0,15,27,85,82,10,6,0.35,0.63,0.5,0.49,0.63,0.38,239
2,9,M,60,174,6,0.25,0.73,0.03,63,150,12,15,0.26,0.63,0.05,0.06,17,5,218,0.07,0.02,0.91,175,58,7,0.73,0.24,0.03,54,13,19,154,0.23,0.05,0.08,0.64,228,5,7,0.95,0.02,0.03,228,6,6,0.95,0.03,0.03,46,129,14,44,0.26,0.74,0.24,0.76,18,25,3,0,7,4,3,12,4,42,106,1,0.33,0.46,0.06,0,0.54,0.31,0.16,0.63,0.21,0.27,0.69,0.01,11,52,41,109,7,5,0.17,0.83,0.27,0.73,0.58,0.42,240
2,10,H,112,66,14,0.58,0.34,0.07,43,115,20,14,0.22,0.6,0.1,0.07,12,5,175,0.06,0.03,0.91,143,37,12,0.74,0.19,0.06,192,0,0,0,1,0,0,0,181,2,9,0.94,0.01,0.05,171,9,12,0.89,0.05,0.06,90,51,21,15,0.63,0.36,0.57,0.41,43,115,20,0,0,0,0,0,0,0,0,0,0.22,0.6,0.1,0,0,0,0,0,0,0,0,0,18,23,76,39,17,3,0.42,0.53,0.66,0.34,0.85,0.15,192
2,10,M,41,119,8,0.24,0.71,0.05,43,96,13,16,0.26,0.57,0.08,0.1,9,6,153,0.05,0.04,0.91,117,43,8,0.7,0.26,0.05,40,5,16,107,0.24,0.03,0.1,0.64,160,1,7,0.95,0.01,0.04,153,8,7,0.91,0.05,0.04,24,92,17,26,0.21,0.79,0.4,0.6,15,15,3,1,4,0,3,9,3,24,68,7,0.38,0.38,0.08,0.2,0.8,0,0.19,0.56,0.19,0.22,0.64,0.07,8,35,23,73,8,5,0.19,0.81,0.24,0.76,0.62,0.38,168
2,11,H,81,78,8,0.49,0.47,0.05,34,113,14,6,0.2,0.68,0.08,0.04,16,0,151,0.1,0,0.9,134,27,6,0.8,0.16,0.04,167,0,0,0,1,0,0,0,158,4,5,0.95,0.02,0.03,157,7,3,0.94,0.04,0.02,70,61,10,16,0.52,0.46,0.37,0.59,34,113,14,0,0,0,0,0,0,0,0,0,0.2,0.68,0.08,0,0,0,0,0,0,0,0,0,17,15,53,57,10,4,0.5,0.44,0.47,0.5,0.71,0.29,167
2,11,M,46,110,5,0.29,0.68,0.03,46,90,15,10,0.29,0.56,0.09,0.06,20,4,137,0.12,0.02,0.85,107,50,4,0.66,0.31,0.02,29,13,22,97,0.18,0.08,0.14,0.6,155,2,4,0.96,0.01,0.02,152,5,4,0.94,0.03,0.02,30,77,15,33,0.28,0.72,0.3,0.66,6,16,1,5,6,2,4,10,7,31,58,5,0.21,0.55,0.03,0.38,0.46,0.15,0.18,0.45,0.32,0.32,0.6,0.05,8,38,23,66,14,1,0.17,0.83,0.26,0.73,0.93,0.07,161
2,12,H,66,60,3,0.51,0.47,0.02,34,81,6,8,0.26,0.63,0.05,0.06,11,2,116,0.09,0.02,0.9,104,22,3,0.81,0.17,0.02,129,0,0,0,1,0,0,0,128,0,1,0.99,0,0.01,126,2,1,0.98,0.02,0.01,58,45,7,14,0.56,0.43,0.32,0.64,34,81,6,0,0,0,0,0,0,0,0,0,0.26,0.63,0.05,0,0,0,0,0,0,0,0,0,9,25,47,34,5,1,0.26,0.74,0.58,0.42,0.83,0.17,129
2,12,M,41,104,9,0.27,0.68,0.06,57,81,7,9,0.37,0.53,0.05,0.06,11,4,139,0.07,0.03,0.9,99,49,6,0.64,0.32,0.04,34,4,14,102,0.22,0.03,0.09,0.66,150,2,2,0.97,0.01,0.01,146,5,3,0.95,0.03,0.02,25,71,16,30,0.25,0.72,0.33,0.61,16,13,0,0,3,1,4,9,0,37,56,6,0.47,0.38,0,0,0.75,0.25,0.29,0.64,0,0.36,0.55,0.06,12,43,23,55,5,2,0.21,0.75,0.28,0.68,0.71,0.29,154
2,13,H,55,51,2,0.51,0.47,0.02,29,71,5,3,0.27,0.66,0.05,0.03,10,3,95,0.09,0.03,0.88,90,17,1,0.83,0.16,0.01,108,0,0,0,1,0,0,0,107,1,0,0.99,0.01,0,105,3,0,0.97,0.03,0,42,46,12,5,0.47,0.51,0.71,0.29,29,71,5,0,0,0,0,0,0,0,0,0,0.27,0.66,0.05,0,0,0,0,0,0,0,0,0,8,21,40,29,5,0,0.28,0.72,0.56,0.41,1,0,108
2,13,M,26,80,3,0.24,0.73,0.03,43,51,6,9,0.39,0.47,0.06,0.08,20,1,88,0.18,0.01,0.81,74,31,4,0.68,0.28,0.04,23,2,7,77,0.21,0.02,0.06,0.71,106,0,3,0.97,0,0.03,107,2,0,0.98,0.02,0,16,56,10,20,0.22,0.76,0.32,0.65,8,11,1,1,1,0,4,3,0,30,36,5,0.35,0.48,0.04,0.5,0.5,0,0.57,0.43,0,0.39,0.47,0.06,6,37,12,38,6,0,0.14,0.86,0.24,0.75,1,0,109
2,14,H,22,39,3,0.34,0.61,0.05,29,30,1,4,0.45,0.47,0.02,0.06,8,1,55,0.13,0.02,0.86,41,22,1,0.64,0.34,0.02,64,0,0,0,1,0,0,0,62,1,1,0.97,0.02,0.02,61,1,2,0.95,0.02,0.03,14,27,8,12,0.34,0.66,0.36,0.55,29,30,1,0,0,0,0,0,0,0,0,0,0.45,0.47,0.02,0,0,0,0,0,0,0,0,0,8,20,12,18,1,0,0.28,0.69,0.4,0.6,1,0,64
2,14,M,18,81,6,0.17,0.77,0.06,56,37,3,9,0.53,0.35,0.03,0.09,11,2,92,0.1,0.02,0.88,68,33,4,0.65,0.31,0.04,28,6,6,65,0.27,0.06,0.06,0.62,101,0,4,0.96,0,0.04,100,1,4,0.95,0.01,0.04,14,53,4,28,0.21,0.78,0.12,0.85,13,9,1,5,1,0,3,2,1,35,25,1,0.46,0.32,0.04,0.83,0.17,0,0.5,0.33,0.17,0.54,0.38,0.02,9,46,8,28,1,2,0.16,0.82,0.22,0.76,0.33,0.67,105
2,15,H,19,32,2,0.36,0.6,0.04,26,25,1,1,0.49,0.47,0.02,0.02,8,0,45,0.15,0,0.85,39,13,1,0.74,0.25,0.02,53,0,0,0,1,0,0,0,52,0,1,0.98,0,0.02,50,3,0,0.94,0.06,0,16,22,3,9,0.41,0.56,0.23,0.69,26,25,1,0,0,0,0,0,0,0,0,0,0.49,0.47,0.02,0,0,0,0,0,0,0,0,0,8,17,11,13,0,1,0.31,0.65,0.44,0.52,0,1,53
2,15,M,11,56,0,0.16,0.84,0,41,20,1,5,0.61,0.3,0.01,0.07,11,2,54,0.16,0.03,0.81,33,31,3,0.49,0.46,0.04,19,3,5,40,0.28,0.04,0.07,0.6,65,0,2,0.97,0,0.03,66,1,0,0.99,0.01,0,3,30,8,23,0.09,0.91,0.26,0.74,14,4,0,3,0,0,0,4,1,24,12,0,0.74,0.21,0,1,0,0,0,0.8,0.2,0.6,0.3,0,5,36,5,15,1,0,0.12,0.88,0.25,0.75,1,0,67
2,16,H,10,31,3,0.23,0.7,0.07,28,15,0,1,0.64,0.34,0,0.02,5,1,38,0.11,0.02,0.86,26,15,3,0.59,0.34,0.07,44,0,0,0,1,0,0,0,44,0,0,1,0,0,44,0,0,1,0,0,6,18,3,11,0.23,0.69,0.2,0.73,28,15,0,0,0,0,0,0,0,0,0,0,0.64,0.34,0,0,0,0,0,0,0,0,0,0,5,20,5,10,0,0,0.18,0.71,0.33,0.67,0,0,44
2,16,M,3,35,8,0.07,0.76,0.17,27,14,0,5,0.59,0.3,0,0.11,10,1,35,0.22,0.02,0.76,22,21,3,0.48,0.46,0.07,13,2,4,27,0.28,0.04,0.09,0.59,44,0,2,0.96,0,0.04,44,1,1,0.96,0.02,0.02,3,17,0,17,0.14,0.77,0,0.81,8,3,0,1,0,0,4,0,0,14,11,0,0.62,0.23,0,0.5,0,0,1,0,0,0.52,0.41,0,3,20,0,13,0,0,0.11,0.74,0,0.93,0,0,46
2,17,H,5,16,2,0.22,0.7,0.09,13,9,0,1,0.57,0.39,0,0.04,4,0,19,0.17,0,0.83,14,9,0,0.61,0.39,0,23,0,0,0,1,0,0,0,22,1,0,0.96,0.04,0,22,1,0,0.96,0.04,0,5,8,0,8,0.36,0.57,0,0.89,13,9,0,0,0,0,0,0,0,0,0,0,0.57,0.39,0,0,0,0,0,0,0,0,0,0,3,9,1,7,0,0,0.23,0.69,0.11,0.78,0,0,23
2,17,M,3,39,0,0.07,0.93,0,22,15,0,5,0.52,0.36,0,0.12,8,1,33,0.19,0.02,0.79,17,21,4,0.4,0.5,0.1,6,2,0,34,0.14,0.05,0,0.81,41,0,1,0.98,0,0.02,42,0,0,1,0,0,0,17,3,18,0,1,0.14,0.86,4,2,0,1,1,0,0,0,0,17,12,0,0.67,0.33,0,0.5,0.5,0,0,0,0,0.5,0.35,0,1,21,2,13,0,0,0.05,0.95,0.13,0.87,0,0,42
2,18,H,0,9,2,0,0.82,0.18,7,4,0,0,0.64,0.36,0,0,5,0,6,0.45,0,0.55,8,3,0,0.73,0.27,0,11,0,0,0,1,0,0,0,11,0,0,1,0,0,11,0,0,1,0,0,0,6,0,3,0,0.75,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0.64,0.36,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0.71,0,1,0,0,11
2,18,M,1,15,4,0.05,0.75,0.2,12,8,0,0,0.6,0.4,0,0,0,1,19,0,0.05,0.95,5,15,0,0.25,0.75,0,4,1,2,13,0.2,0.05,0.1,0.65,20,0,0,1,0,0,20,0,0,1,0,0,0,3,1,12,0,0.6,0.07,0.8,2,2,0,0,1,0,2,0,0,8,5,0,0.5,0.5,0,0,1,0,1,0,0,0.62,0.38,0,0,10,1,5,0,0,0,0.83,0.13,0.63,0,0,20
2,19,H,1,2,1,0.25,0.5,0.25,3,1,0,0,0.75,0.25,0,0,1,0,3,0.25,0,0.75,2,2,0,0.5,0.5,0,4,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,1,0,0,0,1,1,1,0,0.5,0.5,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.33,0.67,0,0,0,0,4
2,19,M,1,6,5,0.08,0.5,0.42,9,2,0,1,0.75,0.17,0,0.08,1,0,11,0.08,0,0.92,5,6,1,0.42,0.5,0.08,3,0,0,9,0.25,0,0,0.75,11,0,1,0.92,0,0.08,11,0,1,0.92,0,0.08,1,3,0,3,0.2,0.6,0,0.5,2,0,0,0,0,0,0,0,0,7,2,0,0.67,0,0,0,0,0,0,0,0,0.78,0.22,0,1,5,0,1,0,0,0.11,0.56,0,0.5,0,0,12
2,20,H,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,20,M,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,21,H,2,1,0,0.67,0.33,0,1,2,0,0,0.33,0.67,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0.67,0.33,1,2,0,0,0,0,0,0,0,0,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,3
2,21,M,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,H,0,0,7501,0,0,1,0,0,0,7501,0,0,0,1,803,119,6579,0.11,0.02,0.88,0,0,7501,0,0,1,7501,0,0,0,1,0,0,0,5720,289,1492,0.76,0.04,0.2,0,0,7501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501
3,1,M,0,0,6986,0,0,1,0,0,0,6986,0,0,0,1,675,100,6211,0.1,0.01,0.89,0,0,6986,0,0,1,6986,0,0,0,1,0,0,0,5346,264,1376,0.77,0.04,0.2,0,0,6986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6986
3,2,H,0,0,8093,0,0,1,94,7772,0,227,0.01,0.96,0,0.03,538,112,7443,0.07,0.01,0.92,0,0,8093,0,0,1,8093,0,0,0,1,0,0,0,7692,306,95,0.95,0.04,0.01,6887,972,234,0.85,0.12,0.03,0,0,0,0,0,0,0,0,94,7772,0,0,0,0,0,0,0,0,0,0,0.01,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8093
3,2,M,0,0,7750,0,0,1,77,7444,0,229,0.01,0.96,0,0.03,577,110,7063,0.07,0.01,0.91,0,0,7750,0,0,1,7750,0,0,0,1,0,0,0,7361,299,90,0.95,0.04,0.01,6650,892,208,0.86,0.12,0.03,0,0,0,0,0,0,0,0,77,7444,0,0,0,0,0,0,0,0,0,0,0.01,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
3,3,H,58,8428,214,0.01,0.97,0.02,61,8530,0,109,0.01,0.98,0,0.01,440,108,8152,0.05,0.01,0.94,83,8544,73,0.01,0.98,0.01,8700,0,0,0,1,0,0,0,8329,232,139,0.96,0.03,0.02,7682,877,141,0.88,0.1,0.02,5,77,53,8348,0.06,0.93,0.01,0.98,61,8530,0,0,0,0,0,0,0,0,0,0,0.01,0.98,0,0,0,0,0,0,0,0,0,0,2,52,56,8371,0,0,0.03,0.85,0.01,0.98,0,0,8700
3,3,M,36,8127,168,0,0.98,0.02,40,8205,0,86,0,0.98,0,0.01,456,98,7777,0.05,0.01,0.93,99,8171,61,0.01,0.98,0.01,8308,17,2,4,1,0,0,0,7971,251,109,0.96,0.03,0.01,7351,868,112,0.88,0.1,0.01,2,95,34,8031,0.02,0.96,0,0.98,40,8182,0,0,17,0,0,2,0,0,4,0,0,0.98,0,0,1,0,0,1,0,0,1,0,0,35,35,8085,0,0,0,0.88,0,0.99,0,0,8331
3,4,H,1633,8193,331,0.16,0.81,0.03,77,8421,1426,233,0.01,0.83,0.14,0.02,501,103,9553,0.05,0.01,0.94,379,9547,231,0.04,0.94,0.02,10157,0,0,0,1,0,0,0,9525,324,308,0.94,0.03,0.03,8847,1003,307,0.87,0.1,0.03,205,170,1428,8022,0.54,0.45,0.15,0.84,77,8421,1426,0,0,0,0,0,0,0,0,0,0.01,0.83,0.14,0,0,0,0,0,0,0,0,0,6,66,1401,6908,222,1204,0.08,0.86,0.17,0.82,0.16,0.84,10157
3,4,M,990,8575,194,0.1,0.88,0.02,49,7617,1943,150,0.01,0.78,0.2,0.02,617,115,9027,0.06,0.01,0.92,850,8769,140,0.09,0.9,0.01,8933,752,68,6,0.92,0.08,0.01,0,9186,394,179,0.94,0.04,0.02,8453,1123,183,0.87,0.12,0.02,165,682,825,7893,0.19,0.8,0.09,0.9,46,6872,1865,2,676,74,1,63,4,0,6,0,0.01,0.77,0.21,0,0.9,0.1,0.01,0.93,0.06,0,1,0,3,39,703,6868,283,1656,0.06,0.8,0.09,0.9,0.15,0.85,9759
