,u_dpto,u_mpio,poblacion,alfabetizacion,analfabetismo,escolarizado,descolarizado,remunerado,no_remunerado,atencion_formal,atencion_informal,no_necesita_atencion,sexo_m,sexo_f,departamento,municipio,labels
0,47,980,66802,0.789393,0.210607,0.826832,0.173168,0.323508,0.676492,0.042948,0.010688,0.946364,34063,32739,MAGDALENA,ZONA BANANERA,1
1,52,480,4007,0.880709,0.119291,0.898927,0.101073,0.306214,0.693786,0.05715,0.004991,0.937859,1997,2010,NARIÑO,NARIÑO,4
2,52,506,6488,0.878545,0.121455,0.908446,0.091554,0.348644,0.651356,0.097719,0.002774,0.899507,3207,3281,NARIÑO,OSPINA,4
3,52,520,7430,0.7179,0.2821,0.795828,0.204172,0.294751,0.705249,0.080888,0.016555,0.902557,3720,3710,NARIÑO,FRANCISCO PIZARRO,1
4,70,678,25511,0.729724,0.270276,0.764651,0.235349,0.293403,0.706597,0.047039,0.021403,0.931559,13425,12086,SUCRE,SAN BENITO ABAD,1
5,70,713,47952,0.73119,0.26881,0.769415,0.230585,0.253399,0.746601,0.077953,0.020312,0.901735,24467,23485,SUCRE,SAN ONOFRE,1
6,70,742,30188,0.806214,0.193786,0.825195,0.174805,0.300848,0.699152,0.070657,0.013648,0.915695,15249,14939,SUCRE,SINCE,1
7,70,771,23971,0.752743,0.247257,0.783614,0.216386,0.271286,0.728714,0.070335,0.014351,0.915314,12944,11027,SUCRE,SUCRE,1
8,70,820,32012,0.808134,0.191866,0.837342,0.162658,0.344152,0.655848,0.076596,0.003967,0.919436,15813,16199,SUCRE,TOLU,4
9,70,823,20033,0.811411,0.188589,0.817102,0.182898,0.344182,0.655818,0.02421,0.003644,0.972146,10216,9817,SUCRE,TOLUVIEJO,1
10,73,026,6712,0.81764,0.18236,0.848331,0.151669,0.370381,0.629619,0.082092,0.009833,0.908075,3408,3304,TOLIMA,ALVARADO,4
11,73,030,6524,0.830625,0.169375,0.858216,0.141784,0.351318,0.648682,0.067137,0.007664,0.925199,3336,3188,TOLIMA,AMBALEMA,4
12,08,558,16222,0.855443,0.144557,0.869128,0.130872,0.359758,0.640242,0.074343,0.016336,0.909321,8203,8019,ATLANTICO,POLONUEVO,4
13,13,667,14504,0.781509,0.218491,0.80957,0.19043,0.295505,0.704495,0.02882,0.002137,0.969043,7620,6884,BOLIVAR,SAN MARTIN DE LOBA,1
14,15,806,11023,0.891409,0.108591,0.896398,0.103602,0.407602,0.592398,0.104872,0.003266,0.891862,5419,5604,BOYACA,TIBASOSA,3
15,17,495,5949,0.8314,0.1686,0.856446,0.143554,0.31064,0.68936,0.120356,0.012943,0.8667,2965,2984,CALDAS,NORCASIA,0
16,20,228,34838,0.798266,0.201734,0.812647,0.187353,0.306648,0.693352,0.073167,0.022045,0.904788,17358,17480,CESAR,CURUMANI,1
17,20,621,26109,0.80861,0.19139,0.822475,0.177525,0.348922,0.651078,0.096289,0.02704,0.876671,13141,12968,CESAR,LA PAZ,4
18,23,586,14705,0.775451,0.224549,0.803604,0.196396,0.224413,0.775587,0.03679,0.006664,0.956545,7439,7266,CORDOBA,PURISIMA,1
19,23,855,30545,0.787658,0.212342,0.812703,0.187297,0.301719,0.698281,0.018628,0.002652,0.97872,15369,15176,CORDOBA,VALENCIA,1
20,25,326,6148,0.886304,0.113696,0.908913,0.091087,0.390859,0.609141,0.133865,0.10475,0.761386,3098,3050,CUNDINAMARCA,GUATAVITA,3
21,25,769,14874,0.904262,0.095738,0.911725,0.088275,0.524808,0.475192,0.079199,0.016942,0.903859,7436,7438,CUNDINAMARCA,SUBACHOQUE,3
22,94,884,1643,0.628728,0.371272,0.780889,0.219111,0.047474,0.952526,0.100426,0.027998,0.871576,862,781,GUAINIA,PUERTO COLOMBIA,2
23,27,099,11933,0.587866,0.412134,0.636135,0.363865,0.171038,0.828962,0.057739,0.016341,0.92592,6124,5809,CHOCO,BOJAYA,2
24,27,135,5663,0.72753,0.27247,0.757726,0.242274,0.269645,0.730355,0.066043,0.031432,0.902525,2782,2881,CHOCO,CANTON DEL SAN PABLO,1
25,44,855,10198,0.84242,0.15758,0.851343,0.148657,0.287213,0.712787,0.051579,0.005491,0.94293,5048,5150,LA GUAJIRA,URUMITA,1
26,44,874,24996,0.835734,0.164266,0.850576,0.149424,0.305489,0.694511,0.066211,0.012642,0.921147,12234,12762,LA GUAJIRA,VILLANUEVA,4
27,47,551,34374,0.775877,0.224123,0.803165,0.196835,0.324169,0.675831,0.092774,0.015971,0.891255,17565,16809,MAGDALENA,PIVIJAY,1
28,47,660,14060,0.712233,0.287767,0.750782,0.249218,0.307824,0.692176,0.025178,0.00064,0.974182,7554,6506,MAGDALENA,SABANAS DE SAN ANGEL,1
29,52,560,10186,0.872767,0.127233,0.886707,0.113293,0.449146,0.550854,0.077067,0.002847,0.920086,5021,5165,NARIÑO,POTOSI,3
30,68,872,6738,0.867765,0.132235,0.893737,0.106263,0.410804,0.589196,0.146631,0.026269,0.8271,3282,3456,SANTANDER,VILLANUEVA,3
31,70,110,10007,0.792745,0.207255,0.821425,0.178575,0.276606,0.723394,0.106825,0.001999,0.891176,5011,4996,SUCRE,BUENAVISTA,1
32,70,473,14793,0.810856,0.189144,0.824241,0.175759,0.344622,0.655378,0.054012,0.010072,0.935916,7440,7353,SUCRE,MORROA,4
33,73,504,29665,0.824878,0.175122,0.848542,0.151458,0.31795,0.68205,0.087409,0.018911,0.893679,15465,14200,TOLIMA,ORTEGA,4
34,15,114,903,0.859358,0.140642,0.871539,0.128461,0.234773,0.765227,0.062016,0.006645,0.93134,446,457,BOYACA,BUSBANZA,0
35,94,883,1411,0.7073,0.2927,0.807229,0.192771,0.137491,0.862509,0.051736,0.009922,0.938342,735,676,GUAINIA,SAN FELIPE,2
36,05,051,26289,0.792385,0.207615,0.815893,0.184107,0.262619,0.737381,0.063258,0.019248,0.917494,13224,13065,ANTIOQUIA,ARBOLETES,1
37,05,055,6752,0.824496,0.175504,0.858412,0.141588,0.373963,0.626037,0.050652,0.012293,0.937056,3494,3258,ANTIOQUIA,ARGELIA,4
38,05,079,44757,0.885426,0.114574,0.901289,0.098711,0.458498,0.541502,0.10776,0.008937,0.883303,22208,22549,ANTIOQUIA,BARBOSA,3
39,05,088,481901,0.899589,0.100411,0.90967,0.09033,0.462184,0.537816,0.092448,0.009166,0.898386,232004,249897,ANTIOQUIA,BELLO,3
40,05,093,15097,0.777307,0.222693,0.819766,0.180234,0.389216,0.610784,0.092336,0.023316,0.884348,7757,7340,ANTIOQUIA,BETULIA,4
41,05,101,23361,0.828603,0.171397,0.85296,0.14704,0.402765,0.597235,0.088138,0.009803,0.902059,11682,11679,ANTIOQUIA,CIUDAD BOLIVAR,4
42,05,113,7409,0.808611,0.191389,0.834256,0.165744,0.343636,0.656364,0.083817,0.030638,0.885545,3875,3534,ANTIOQUIA,BURITICA,4
43,05,120,26460,0.740325,0.259675,0.776077,0.223923,0.305707,0.694293,0.103893,0.022714,0.873394,13794,12666,ANTIOQUIA,CACERES,1
44,05,125,7018,0.801653,0.198347,0.84611,0.15389,0.289826,0.710174,0.125249,0.054431,0.820319,3536,3482,ANTIOQUIA,CAICEDO,0
45,05,129,76260,0.911081,0.088919,0.918712,0.081288,0.498387,0.501613,0.14229,0.016876,0.840834,36587,39673,ANTIOQUIA,CALDAS,3
46,05,134,7432,0.782696,0.217304,0.81916,0.18084,0.372982,0.627018,0.102933,0.009688,0.887379,3835,3597,ANTIOQUIA,CAMPAMENTO,4
47,05,138,13595,0.82626,0.17374,0.847076,0.152924,0.346598,0.653402,0.085178,0.013976,0.900846,6882,6713,ANTIOQUIA,CA�ASGORDAS,4
48,05,142,3967,0.836652,0.163348,0.856315,0.143685,0.44366,0.55634,0.054953,0.00479,0.940257,2007,1960,ANTIOQUIA,CARACOLI,4
49,05,147,45936,0.821164,0.178836,0.845219,0.154781,0.343826,0.656174,0.044845,0.002612,0.952543,22989,22947,ANTIOQUIA,CAREPA,4
50,05,148,53949,0.872064,0.127936,0.90187,0.09813,0.482622,0.517378,0.09965,0.02304,0.87731,26712,27237,ANTIOQUIA,EL CARMEN DE VIBORAL,3
51,05,150,3343,0.885133,0.114867,0.900389,0.099611,0.393359,0.606641,0.085253,0.002991,0.911756,1646,1697,ANTIOQUIA,CAROLINA,4
52,05,154,84717,0.824829,0.175171,0.843396,0.156604,0.362194,0.637806,0.054853,0.007425,0.937722,41026,43691,ANTIOQUIA,CAUCASIA,4
53,05,172,55564,0.815366,0.184634,0.837575,0.162425,0.337485,0.662515,0.06335,0.012634,0.924016,26887,28677,ANTIOQUIA,CHIGORODO,4
54,05,190,8910,0.885746,0.114254,0.893378,0.106622,0.360831,0.639169,0.040292,0.004265,0.955443,4270,4640,ANTIOQUIA,CISNEROS,4
55,05,197,14743,0.82256,0.17744,0.848538,0.151462,0.335753,0.664247,0.168555,0.022316,0.80913,7283,7460,ANTIOQUIA,COCORNA,0
56,05,206,3936,0.862043,0.137957,0.885671,0.114329,0.414888,0.585112,0.051321,0.003811,0.944868,2023,1913,ANTIOQUIA,CONCEPCION,4
57,05,264,8820,0.889683,0.110317,0.906236,0.093764,0.444785,0.555215,0.1,0.018141,0.881859,4408,4412,ANTIOQUIA,ENTRERRIOS,3
58,05,266,212437,0.934451,0.065549,0.93326,0.06674,0.559884,0.440116,0.065012,0.005771,0.929217,97955,114482,ANTIOQUIA,ENVIGADO,3
59,05,282,18790,0.86562,0.13438,0.885152,0.114848,0.426237,0.573763,0.149388,0.002714,0.847898,9415,9375,ANTIOQUIA,FREDONIA,3
60,05,284,20156,0.753076,0.246924,0.771582,0.228418,0.351756,0.648244,0.053979,0.00516,0.940861,10175,9981,ANTIOQUIA,FRONTINO,1
61,05,308,49045,0.90107,0.09893,0.915384,0.084616,0.462331,0.537669,0.114303,0.010684,0.875013,24105,24940,ANTIOQUIA,GIRARDOTA,3
62,05,310,8235,0.878081,0.121919,0.896053,0.103947,0.391135,0.608865,0.101639,0.018822,0.879539,4149,4086,ANTIOQUIA,GOMEZ PLATA,3
63,05,318,42500,0.898235,0.101765,0.912376,0.087624,0.458424,0.541576,0.125294,0.004941,0.869765,21065,21435,ANTIOQUIA,GUARNE,3
64,05,321,7038,0.902387,0.097613,0.907076,0.092924,0.468599,0.531401,0.070617,0.009804,0.919579,3422,3616,ANTIOQUIA,GUATAPE,3
65,05,360,263332,0.916539,0.083461,0.923367,0.076633,0.508727,0.491273,0.133394,0.008943,0.857663,125603,137729,ANTIOQUIA,ITAGUI,3
66,05,361,23784,0.813236,0.186764,0.825891,0.174109,0.250168,0.749832,0.053019,0.011226,0.935755,14524,9260,ANTIOQUIA,ITUANGO,1
67,05,364,13541,0.873938,0.126062,0.89181,0.10819,0.433941,0.566059,0.062403,0.006794,0.930803,6772,6769,ANTIOQUIA,JARDIN,3
68,05,368,11257,0.866128,0.133872,0.884872,0.115128,0.3922,0.6078,0.06476,0.009416,0.925824,5580,5677,ANTIOQUIA,JERICO,4
69,05,376,59386,0.906409,0.093591,0.917001,0.082999,0.499848,0.500152,0.112619,0.007056,0.880325,28807,30579,ANTIOQUIA,LA CEJA,3
70,05,380,67881,0.914984,0.085016,0.920744,0.079256,0.531636,0.468364,0.108779,0.007513,0.883708,32828,35053,ANTIOQUIA,LA ESTRELLA,3
71,05,400,20769,0.870962,0.129038,0.902547,0.097453,0.481487,0.518513,0.160046,0.0156,0.824354,10323,10446,ANTIOQUIA,LA UNION,3
72,05,411,7928,0.849899,0.150101,0.875252,0.124748,0.335394,0.664606,0.125631,0.037714,0.836655,4082,3846,ANTIOQUIA,LIBORINA,0
73,05,440,55230,0.893265,0.106735,0.908926,0.091074,0.456853,0.543147,0.08327,0.009361,0.907369,27216,28014,ANTIOQUIA,MARINILLA,3
74,05,495,24066,0.797141,0.202859,0.823319,0.176681,0.358223,0.641777,0.110031,0.035486,0.854484,12369,11697,ANTIOQUIA,NECHI,4
75,05,543,7155,0.756534,0.243466,0.778057,0.221943,0.388539,0.611461,0.117121,0.011461,0.871419,3789,3366,ANTIOQUIA,PEQUE,1
76,05,579,36801,0.829977,0.170023,0.848863,0.151137,0.405397,0.594603,0.103802,0.005652,0.890546,18430,18371,ANTIOQUIA,PUERTO BERRIO,4
77,05,585,12161,0.843516,0.156484,0.860702,0.139298,0.359181,0.640819,0.128608,0.012828,0.858564,6147,6014,ANTIOQUIA,PUERTO NARE,4
78,05,591,17231,0.834368,0.165632,0.863618,0.136382,0.371075,0.628925,0.047008,0.003192,0.9498,9491,7740,ANTIOQUIA,PUERTO TRIUNFO,4
79,05,607,20700,0.906763,0.093237,0.920483,0.079517,0.539952,0.460048,0.063623,0.005072,0.931304,10145,10555,ANTIOQUIA,RETIRO,3
80,05,615,116400,0.909553,0.090447,0.912981,0.087019,0.476838,0.523162,0.070773,0.003651,0.925576,57022,59378,ANTIOQUIA,RIONEGRO,3
81,05,628,7833,0.823695,0.176305,0.843738,0.156262,0.294651,0.705349,0.052087,0.008809,0.939104,4103,3730,ANTIOQUIA,SABANALARGA,1
82,05,631,81797,0.925168,0.074832,0.926,0.074,0.573591,0.426409,0.105505,0.011529,0.882966,38091,43706,ANTIOQUIA,SABANETA,3
83,05,642,15782,0.797111,0.202889,0.81612,0.18388,0.420669,0.579331,0.09251,0.014447,0.893043,7999,7783,ANTIOQUIA,SALGAR,4
84,05,649,14480,0.842472,0.157528,0.862086,0.137914,0.358425,0.641575,0.072859,0.014227,0.912914,7355,7125,ANTIOQUIA,SAN CARLOS,4
85,05,652,5365,0.764958,0.235042,0.810252,0.189748,0.337558,0.662442,0.127493,0.039515,0.832992,2685,2680,ANTIOQUIA,SAN FRANCISCO,1
86,05,656,13158,0.861225,0.138775,0.884861,0.115139,0.395577,0.604423,0.039976,0.0057,0.954324,6503,6655,ANTIOQUIA,SAN JERONIMO,4
87,05,660,11120,0.836151,0.163849,0.857104,0.142896,0.360701,0.639299,0.069964,0.007284,0.922752,5512,5608,ANTIOQUIA,SAN LUIS,4
88,05,664,17119,0.898767,0.101233,0.908347,0.091653,0.387231,0.612769,0.058648,0.001694,0.939658,8263,8856,ANTIOQUIA,SAN PEDRO,4
89,05,667,12578,0.851407,0.148593,0.867865,0.132135,0.383765,0.616235,0.141596,0.019876,0.838528,6235,6343,ANTIOQUIA,SAN RAFAEL,4
90,05,670,17792,0.843975,0.156025,0.876349,0.123651,0.377361,0.622639,0.096167,0.020234,0.883599,9000,8792,ANTIOQUIA,SAN ROQUE,4
91,05,674,18051,0.869204,0.130796,0.897568,0.102432,0.418426,0.581574,0.104371,0.006648,0.888981,9324,8727,ANTIOQUIA,SAN VICENTE,3
92,05,679,22030,0.87113,0.12887,0.895915,0.104085,0.418248,0.581752,0.138901,0.014707,0.846391,10946,11084,ANTIOQUIA,SANTA BARBARA,3
93,05,686,31067,0.874111,0.125889,0.891654,0.108346,0.392152,0.607848,0.060225,0.002865,0.936911,15530,15537,ANTIOQUIA,SANTA ROSA DE OSOS,4
94,05,690,9786,0.857041,0.142959,0.88504,0.11496,0.346004,0.653996,0.076742,0.011649,0.911608,5080,4706,ANTIOQUIA,SANTO DOMINGO,4
95,05,697,30311,0.865395,0.134605,0.886774,0.113226,0.409554,0.590446,0.090627,0.001881,0.907492,14425,15886,ANTIOQUIA,EL SANTUARIO,3
96,05,736,33690,0.815494,0.184506,0.831463,0.168537,0.385545,0.614455,0.073909,0.008549,0.917542,16853,16837,ANTIOQUIA,SEGOVIA,4
97,05,756,31861,0.854242,0.145758,0.879665,0.120335,0.399831,0.600169,0.13289,0.009196,0.857914,16012,15849,ANTIOQUIA,SONSON,3
98,05,761,13748,0.869872,0.130128,0.892857,0.107143,0.433663,0.566337,0.065973,0.008583,0.925444,6904,6844,ANTIOQUIA,SOPETRAN,3
99,05,789,15012,0.855782,0.144218,0.878564,0.121436,0.365041,0.634959,0.152212,0.024314,0.823475,7569,7443,ANTIOQUIA,TAMESIS,0
100,05,792,5663,0.802931,0.197069,0.83507,0.16493,0.375596,0.624404,0.126611,0.006534,0.866855,2841,2822,ANTIOQUIA,TARSO,4
101,05,809,8316,0.852814,0.147186,0.864117,0.135883,0.397667,0.602333,0.092953,0.004449,0.902597,4118,4198,ANTIOQUIA,TITIRIBI,4
102,05,819,4930,0.811359,0.188641,0.859635,0.140365,0.270183,0.729817,0.137728,0.070385,0.791886,2613,2317,ANTIOQUIA,TOLEDO,0
103,05,837,114434,0.820814,0.179186,0.839628,0.160372,0.283639,0.716361,0.064448,0.01642,0.919132,55316,59118,ANTIOQUIA,TURBO,1
104,05,847,29004,0.777548,0.222452,0.802924,0.197076,0.401117,0.598883,0.109433,0.031858,0.858709,14494,14510,ANTIOQUIA,URRAO,4
105,05,856,5431,0.849383,0.150617,0.875345,0.124655,0.418707,0.581293,0.100718,0.010864,0.888418,2758,2673,ANTIOQUIA,VALPARAISO,3
106,05,861,10280,0.853113,0.146887,0.87928,0.12072,0.450292,0.549708,0.096304,0.011479,0.892218,5063,5217,ANTIOQUIA,VENECIA,3
107,05,887,36337,0.85695,0.14305,0.869802,0.130198,0.350552,0.649448,0.132702,0.011614,0.855684,17638,18699,ANTIOQUIA,YARUMAL,0
108,05,890,19010,0.846344,0.153656,0.86223,0.13777,0.395686,0.604314,0.056654,0.010521,0.932825,9700,9310,ANTIOQUIA,YOLOMBO,4
109,05,893,17597,0.806899,0.193101,0.822242,0.177758,0.307041,0.692959,0.098028,0.016651,0.885321,9046,8551,ANTIOQUIA,YONDO,1
110,05,895,24067,0.774546,0.225454,0.805377,0.194623,0.294719,0.705281,0.075165,0.017867,0.906968,12099,11968,ANTIOQUIA,ZARAGOZA,1
111,08,001,1120103,0.889675,0.110325,0.89489,0.10511,0.426784,0.573216,0.046449,0.009566,0.943985,536790,583313,ATLANTICO,BARRANQUILLA,3
112,08,078,61527,0.864824,0.135176,0.879289,0.120711,0.34684,0.65316,0.087067,0.014823,0.89811,30695,30832,ATLANTICO,BARANOA,4
113,08,296,55123,0.863342,0.136658,0.871542,0.128458,0.328302,0.671698,0.021915,0.005007,0.973078,27613,27510,ATLANTICO,GALAPA,4
114,08,520,27098,0.850247,0.149753,0.8663,0.1337,0.281275,0.718725,0.031737,0.01096,0.957303,13572,13526,ATLANTICO,PALMAR DE VARELA,1
115,08,560,23420,0.786294,0.213706,0.813194,0.186806,0.317933,0.682067,0.077156,0.016183,0.906661,11926,11494,ATLANTICO,PONEDERA,1
116,08,573,47899,0.893025,0.106975,0.899142,0.100858,0.422117,0.577883,0.051796,0.006221,0.941982,23310,24589,ATLANTICO,PUERTO COLOMBIA,3
117,08,634,32026,0.84956,0.15044,0.859708,0.140292,0.333698,0.666302,0.04871,0.008743,0.942547,15987,16039,ATLANTICO,SABANAGRANDE,4
118,08,638,92480,0.823984,0.176016,0.847697,0.152303,0.304898,0.695102,0.066393,0.012803,0.920804,45892,46588,ATLANTICO,SABANALARGA,1
119,08,685,28693,0.861918,0.138082,0.87781,0.12219,0.387098,0.612902,0.045621,0.003799,0.95058,14154,14539,ATLANTICO,SANTO TOMAS,4
120,08,758,535984,0.879633,0.120367,0.88779,0.11221,0.374039,0.625961,0.04029,0.009543,0.950166,260921,275063,ATLANTICO,SOLEDAD,4
121,11,001,7181469,0.902945,0.097055,0.904572,0.095428,0.531277,0.468723,0.098466,0.015889,0.885645,3433586,3747883,SANTAFE DE BOGOTA D.C,SANTAFE DE BOGOTA D.C.,3
122,13,001,887946,0.872417,0.127583,0.883538,0.116462,0.380743,0.619257,0.037039,0.008269,0.954692,426981,460965,BOLIVAR,CARTAGENA,4
123,13,006,18879,0.769956,0.230044,0.79554,0.20446,0.308703,0.691297,0.09831,0.038085,0.863605,9960,8919,BOLIVAR,ACHI,1
124,13,052,67118,0.805775,0.194225,0.837674,0.162326,0.338404,0.661596,0.075017,0.014139,0.910844,33215,33903,BOLIVAR,ARJONA,4
125,13,212,15012,0.725087,0.274913,0.766986,0.233014,0.269518,0.730482,0.150147,0.049161,0.800693,7971,7041,BOLIVAR,CORDOBA,1
126,13,244,67461,0.777886,0.222114,0.798773,0.201227,0.345711,0.654289,0.065208,0.025926,0.908866,34763,32698,BOLIVAR,EL CARMEN DE BOLIVAR,1
127,13,430,128003,0.810145,0.189855,0.831051,0.168949,0.315149,0.684851,0.083373,0.015945,0.900682,64139,63864,BOLIVAR,MAGANGUE,1
128,13,442,45324,0.753155,0.246845,0.780447,0.219553,0.314646,0.685354,0.008075,0.003354,0.988571,22942,22382,BOLIVAR,MARIA LA BAJA,1
129,13,468,43217,0.78999,0.21001,0.824352,0.175648,0.340028,0.659972,0.015873,0.003193,0.980933,21467,21750,BOLIVAR,MOMPOS,1
130,13,657,35438,0.788222,0.211778,0.804729,0.195271,0.357864,0.642136,0.100231,0.018201,0.881568,18152,17286,BOLIVAR,SAN JUAN NEPOMUCENO,1
131,13,670,24669,0.795127,0.204873,0.815274,0.184726,0.344319,0.655681,0.055049,0.025457,0.919494,12554,12115,BOLIVAR,SAN PABLO,1
132,13,688,27825,0.818868,0.181132,0.830836,0.169164,0.382785,0.617215,0.106631,0.048661,0.844708,14337,13488,BOLIVAR,SANTA ROSA DEL SUR,4
133,13,744,15353,0.799388,0.200612,0.822771,0.177229,0.349248,0.650752,0.063896,0.030743,0.905361,8078,7275,BOLIVAR,SIMITI,1
134,13,810,17939,0.745025,0.254975,0.791293,0.208707,0.308155,0.691845,0.090585,0.036847,0.872568,9477,8462,BOLIVAR,TIQUISIO,1
135,13,836,98667,0.867291,0.132709,0.878054,0.121946,0.371076,0.628924,0.062696,0.014787,0.922517,48619,50048,BOLIVAR,TURBACO,4
136,13,838,15550,0.823473,0.176527,0.853826,0.146174,0.295434,0.704566,0.065209,0.015305,0.919486,7953,7597,BOLIVAR,TURBANA,1
137,15,001,167991,0.891726,0.108274,0.893036,0.106964,0.440791,0.559209,0.105934,0.019203,0.874862,79244,88747,BOYACA,TUNJA,3
138,15,090,1453,0.849966,0.150034,0.858224,0.141776,0.255334,0.744666,0.132829,0.002753,0.864418,738,715,BOYACA,BERBEO,0
139,15,097,5024,0.843153,0.156847,0.856489,0.143511,0.266123,0.733877,0.151871,0.02926,0.818869,2483,2541,BOYACA,BOAVITA,0
140,15,106,2054,0.857352,0.142648,0.876339,0.123661,0.380721,0.619279,0.106134,0.031159,0.862707,1107,947,BOYACA,BRICE�O,4
141,15,172,2842,0.832512,0.167488,0.845179,0.154821,0.255454,0.744546,0.030964,0.004574,0.964462,1397,1445,BOYACA,CHINAVITA,1
142,15,176,52321,0.872155,0.127845,0.88366,0.11634,0.419984,0.580016,0.1034,0.011659,0.884941,24943,27378,BOYACA,CHIQUINQUIRA,3
143,15,183,7778,0.806248,0.193752,0.824634,0.175366,0.174724,0.825276,0.073412,0.019028,0.90756,3988,3790,BOYACA,CHITA,1
144,15,218,2628,0.822679,0.177321,0.835997,0.164003,0.224505,0.775495,0.128234,0.021309,0.850457,1378,1250,BOYACA,COVARACHIA,0
145,15,223,10164,0.474911,0.525089,0.503148,0.496852,0.153975,0.846025,0.036797,0.006592,0.956612,5114,5050,BOYACA,CUBARA,2
146,15,238,117606,0.897905,0.102095,0.903678,0.096322,0.433337,0.566663,0.091926,0.013341,0.894733,55962,61644,BOYACA,DUITAMA,3
147,15,244,3999,0.857464,0.142536,0.872468,0.127532,0.231808,0.768192,0.084521,0.016754,0.898725,2038,1961,BOYACA,EL COCUY,0
148,15,248,2715,0.842357,0.157643,0.858195,0.141805,0.269245,0.730755,0.090239,0.012155,0.897606,1424,1291,BOYACA,EL ESPINO,0
149,15,299,14145,0.883917,0.116083,0.894804,0.105196,0.401414,0.598586,0.098763,0.012513,0.888724,6689,7456,BOYACA,GARAGOA,3
150,15,317,1790,0.860894,0.139106,0.876536,0.123464,0.288268,0.711732,0.098324,0.005028,0.896648,876,914,BOYACA,GUACAMAYAS,0
151,15,322,8123,0.883417,0.116583,0.896836,0.103164,0.440231,0.559769,0.122738,0.02733,0.849932,3839,4284,BOYACA,GUATEQUE,3
152,15,325,3112,0.865681,0.134319,0.892352,0.107648,0.354434,0.645566,0.148779,0.024743,0.826478,1561,1551,BOYACA,GUAYATA,0
153,15,367,6333,0.833254,0.166746,0.851571,0.148429,0.29291,0.70709,0.038686,0.002842,0.958471,3118,3215,BOYACA,JENESANO,1
154,15,380,2300,0.854348,0.145652,0.896957,0.103043,0.314783,0.685217,0.086522,0.004348,0.90913,1163,1137,BOYACA,LA CAPILLA,4
155,15,403,2872,0.863858,0.136142,0.884401,0.115599,0.203343,0.796657,0.081128,0.023677,0.895195,1456,1416,BOYACA,LA UVITA,0
156,15,407,14406,0.890185,0.109815,0.898515,0.101485,0.514438,0.485562,0.100722,0.015341,0.883937,7031,7375,BOYACA,VILLA DE LEYVA,3
157,15,425,3568,0.858464,0.141536,0.875841,0.124159,0.375,0.625,0.047085,0.002242,0.950673,1805,1763,BOYACA,MACANAL,4
158,15,455,8274,0.864999,0.135001,0.882644,0.117356,0.415639,0.584361,0.065386,0.00979,0.924825,4133,4141,BOYACA,MIRAFLORES,4
159,15,469,20848,0.85188,0.14812,0.868668,0.131332,0.426516,0.573484,0.081974,0.01084,0.907185,10312,10536,BOYACA,MONIQUIRA,3
160,15,476,5253,0.866552,0.133448,0.891871,0.108129,0.208643,0.791357,0.067771,0.006282,0.925947,2593,2660,BOYACA,MOTAVITA,0
161,15,480,8323,0.837679,0.162321,0.86303,0.13697,0.33894,0.66106,0.127718,0.023189,0.849093,4530,3793,BOYACA,MUZO,0
162,15,494,5025,0.866866,0.133134,0.885771,0.114229,0.275025,0.724975,0.153831,0.030448,0.815721,2587,2438,BOYACA,NUEVO COLON,0
163,15,507,6997,0.832357,0.167643,0.856081,0.143919,0.406031,0.593969,0.045591,0.01029,0.944119,3590,3407,BOYACA,OTANCHE,4
164,15,511,2275,0.869451,0.130549,0.87956,0.12044,0.367473,0.632527,0.167033,0.064615,0.768352,1176,1099,BOYACA,PACHAVITA,0
165,15,514,2930,0.843686,0.156314,0.864846,0.135154,0.307509,0.692491,0.086007,0.012628,0.901365,1553,1377,BOYACA,PAEZ,0
166,15,516,31141,0.891429,0.108571,0.901095,0.098905,0.398767,0.601233,0.105327,0.013648,0.881025,15006,16135,BOYACA,PAIPA,3
167,15,522,1644,0.81691,0.18309,0.847324,0.152676,0.290146,0.709854,0.057786,0.001825,0.940389,809,835,BOYACA,PANQUEBA,1
168,15,572,44784,0.827528,0.172472,0.844833,0.155167,0.360285,0.639715,0.080408,0.018131,0.90146,22227,22557,BOYACA,PUERTO BOYACA,4
169,15,599,8889,0.856114,0.143886,0.865002,0.134998,0.376533,0.623467,0.100011,0.014175,0.885814,4400,4489,BOYACA,RAMIRIQUI,4
170,15,621,2230,0.851121,0.148879,0.86278,0.13722,0.243498,0.756502,0.083857,0.027354,0.888789,1141,1089,BOYACA,RONDON,0
171,15,646,17542,0.8629,0.1371,0.882511,0.117489,0.413294,0.586706,0.093832,0.011173,0.894995,8830,8712,BOYACA,SAMACA,3
172,15,660,1572,0.861323,0.138677,0.874682,0.125318,0.291349,0.708651,0.120229,0.021628,0.858142,815,757,BOYACA,SAN EDUARDO,0
173,15,667,4551,0.843331,0.156669,0.863546,0.136454,0.439903,0.560097,0.03274,0.002637,0.964623,2323,2228,BOYACA,SAN LUIS DE GACENO,4
174,41,503,11111,0.817388,0.182612,0.859059,0.140941,0.224282,0.775718,0.131851,0.03483,0.833318,5674,5437,HUILA,OPORAPA,0
175,15,681,5839,0.831307,0.168693,0.844665,0.155335,0.238054,0.761946,0.037335,0.00548,0.957184,3171,2668,BOYACA,SAN PABLO DE BORBUR,1
176,15,686,6826,0.825667,0.174333,0.845444,0.154556,0.361266,0.638734,0.104307,0.012599,0.883094,3531,3295,BOYACA,SANTANA,4
