,u_dpto,u_mpio,poblacion,alfabetizacion,analfabetismo,escolarizado,descolarizado,remunerado,no_remunerado,atencion_formal,atencion_informal,no_necesita_atencion,sexo_m,sexo_f,departamento,municipio,labels
534,68,167,11035,0.851201,0.148799,0.866697,0.133303,0.387132,0.612868,0.076121,0.015859,0.90802,5461,5574,SANTANDER,CHARALA,4
535,68,169,2824,0.884561,0.115439,0.875,0.125,0.409348,0.590652,0.123229,0.011686,0.865085,1464,1360,SANTANDER,CHARTA,3
536,68,179,4341,0.819396,0.180604,0.835061,0.164939,0.310988,0.689012,0.156876,0.029256,0.813868,2277,2064,SANTANDER,CHIPATA,0
537,68,190,25782,0.79059,0.20941,0.807463,0.192537,0.386355,0.613645,0.09239,0.017803,0.889807,13277,12505,SANTANDER,CIMITARRA,4
538,68,209,2915,0.851115,0.148885,0.851458,0.148542,0.430532,0.569468,0.019211,0.002744,0.978045,1552,1363,SANTANDER,CONFINES,4
539,68,211,3296,0.84284,0.15716,0.849515,0.150485,0.438714,0.561286,0.086165,0.024879,0.888956,1639,1657,SANTANDER,CONTRATACION,3
540,68,217,4816,0.826204,0.173796,0.856105,0.143895,0.303156,0.696844,0.071013,0.007683,0.921304,2562,2254,SANTANDER,COROMORO,1
541,68,229,11653,0.845362,0.154638,0.873681,0.126319,0.389599,0.610401,0.112589,0.02789,0.859521,5811,5842,SANTANDER,CURITI,4
542,68,235,17638,0.848225,0.151775,0.861095,0.138905,0.265166,0.734834,0.075349,0.020864,0.903787,9178,8460,SANTANDER,EL CARMEN DE CHUCURI,0
543,68,255,12966,0.831637,0.168363,0.845905,0.154095,0.368734,0.631266,0.114762,0.017122,0.868117,6697,6269,SANTANDER,EL PLAYON,4
544,68,264,2334,0.851328,0.148672,0.871465,0.128535,0.492716,0.507284,0.092973,0.002571,0.904456,1213,1121,SANTANDER,ENCINO,3
545,68,266,3394,0.860047,0.139953,0.870065,0.129935,0.348262,0.651738,0.168238,0.007661,0.824101,1752,1642,SANTANDER,ENCISO,0
546,68,271,4603,0.81121,0.18879,0.82229,0.17771,0.261786,0.738214,0.08929,0.026287,0.884423,2385,2218,SANTANDER,FLORIAN,1
547,68,276,275109,0.903918,0.096082,0.906684,0.093316,0.481104,0.518896,0.0951,0.0084,0.896499,129711,145398,SANTANDER,FLORIDABLANCA,3
548,68,296,2682,0.835943,0.164057,0.868009,0.131991,0.350858,0.649142,0.096197,0.007457,0.896346,1385,1297,SANTANDER,GALAN,4
549,68,298,3529,0.829413,0.170587,0.867101,0.132899,0.355625,0.644375,0.085577,0.050723,0.863701,1861,1668,SANTANDER,GAMBITA,4
550,68,307,150610,0.883593,0.116407,0.893161,0.106839,0.43857,0.56143,0.080254,0.008353,0.911394,73985,76625,SANTANDER,GIRON,3
551,68,318,5762,0.869837,0.130163,0.881291,0.118709,0.151163,0.848837,0.125477,0.026727,0.847796,3050,2712,SANTANDER,GUACA,0
552,68,320,3880,0.857216,0.142784,0.870361,0.129639,0.389175,0.610825,0.067784,0.018041,0.914175,1961,1919,SANTANDER,GUADALUPE,4
553,68,324,3751,0.820581,0.179419,0.818182,0.181818,0.397494,0.602506,0.083711,0.006398,0.909891,1901,1850,SANTANDER,GUAVATA,4
554,68,327,4405,0.821112,0.178888,0.840636,0.159364,0.399092,0.600908,0.159364,0.019523,0.821112,2223,2182,SANTANDER,GUEPSA,4
555,68,368,2991,0.85122,0.14878,0.864259,0.135741,0.331327,0.668673,0.0555,0.006352,0.938148,1540,1451,SANTANDER,JESUS MARIA,4
556,68,377,5505,0.870118,0.129882,0.883742,0.116258,0.395459,0.604541,0.049955,0.003088,0.946957,2839,2666,SANTANDER,LA BELLEZA,4
557,68,385,9238,0.817818,0.182182,0.824637,0.175363,0.378978,0.621022,0.106084,0.04265,0.851267,4775,4463,SANTANDER,LANDAZURI,4
558,68,397,3989,0.820506,0.179494,0.821258,0.178742,0.472299,0.527701,0.019554,0.003259,0.977187,2099,1890,SANTANDER,LA PAZ,4
559,68,406,37214,0.867254,0.132746,0.881254,0.118746,0.430779,0.569221,0.082039,0.021094,0.896867,19146,18068,SANTANDER,LEBRIJA,3
560,68,418,12433,0.84139,0.15861,0.856109,0.143891,0.324459,0.675541,0.063058,0.013271,0.923671,6471,5962,SANTANDER,LOS SANTOS,4
561,68,432,19884,0.877188,0.122812,0.890264,0.109736,0.359284,0.640716,0.125277,0.019513,0.85521,9507,10377,SANTANDER,MALAGA,4
562,68,444,4499,0.855746,0.144254,0.875972,0.124028,0.388086,0.611914,0.015559,0.000889,0.983552,2375,2124,SANTANDER,MATANZA,4
563,68,464,10165,0.828726,0.171274,0.861289,0.138711,0.339006,0.660994,0.13999,0.029316,0.830694,5145,5020,SANTANDER,MOGOTES,0
564,68,502,3955,0.854867,0.145133,0.876359,0.123641,0.274083,0.725917,0.099621,0.017952,0.882427,2079,1876,SANTANDER,ONZAGA,0
565,68,522,1253,0.850758,0.149242,0.894653,0.105347,0.368715,0.631285,0.156425,0.003192,0.840383,640,613,SANTANDER,PALMAR,0
566,68,524,2467,0.844751,0.155249,0.870693,0.129307,0.366437,0.633563,0.10458,0.002027,0.893393,1258,1209,SANTANDER,PALMAS DEL SOCORRO,4
567,68,547,157425,0.888982,0.111018,0.895087,0.104913,0.452908,0.547092,0.09832,0.015309,0.886371,76461,80964,SANTANDER,PIEDECUESTA,3
568,68,549,4508,0.885315,0.114685,0.895297,0.104703,0.353594,0.646406,0.116016,0.028172,0.855812,2308,2200,SANTANDER,PINCHOTE,4
569,68,572,12586,0.863976,0.136024,0.872557,0.127443,0.411807,0.588193,0.057842,0.004132,0.938026,6267,6319,SANTANDER,PUENTE NACIONAL,4
570,68,615,25266,0.834639,0.165361,0.849561,0.150439,0.402992,0.597008,0.019433,0.001939,0.978627,13381,11885,SANTANDER,RIONEGRO,4
571,68,655,27845,0.819896,0.180104,0.843455,0.156545,0.350979,0.649021,0.099946,0.021081,0.878973,14163,13682,SANTANDER,SABANA DE TORRES,4
572,68,669,8035,0.857747,0.142253,0.869695,0.130305,0.304916,0.695084,0.125451,0.019664,0.854885,4213,3822,SANTANDER,SAN ANDRES,0
573,68,679,54687,0.885018,0.114982,0.894216,0.105784,0.445042,0.554958,0.163348,0.018231,0.818421,26146,28541,SANTANDER,SAN GIL,3
574,68,689,29427,0.839501,0.160499,0.852143,0.147857,0.373976,0.626024,0.076358,0.008801,0.91484,15408,14019,SANTANDER,SAN VICENTE DE CHUCURI,4
575,68,745,7842,0.830273,0.169727,0.852206,0.147794,0.354246,0.645754,0.081484,0.008416,0.910099,4189,3653,SANTANDER,SIMACOTA,4
576,68,755,29997,0.87132,0.12868,0.878421,0.121579,0.447145,0.552855,0.13578,0.017235,0.846985,14630,15367,SANTANDER,SOCORRO,3
577,68,770,8771,0.845514,0.154486,0.857713,0.142287,0.405541,0.594459,0.107285,0.01961,0.873105,4465,4306,SANTANDER,SUAITA,4
578,68,773,6044,0.845467,0.154533,0.864659,0.135341,0.334878,0.665122,0.083554,0.017869,0.898577,3128,2916,SANTANDER,SUCRE,4
579,68,861,19376,0.858949,0.141051,0.862923,0.137077,0.369839,0.630161,0.073596,0.007793,0.918611,10161,9215,SANTANDER,VELEZ,4
580,68,895,8997,0.875514,0.124486,0.893298,0.106702,0.419029,0.580971,0.111259,0.028899,0.859842,4377,4620,SANTANDER,ZAPATOCA,3
581,70,001,274622,0.84727,0.15273,0.858008,0.141992,0.35787,0.64213,0.083369,0.024488,0.892143,133008,141614,SUCRE,SINCELEJO,4
582,70,215,66350,0.828109,0.171891,0.837061,0.162939,0.351093,0.648907,0.113308,0.031379,0.855313,32745,33605,SUCRE,COROZAL,4
583,70,708,53340,0.771522,0.228478,0.794057,0.205943,0.290514,0.709486,0.100994,0.021147,0.877859,26623,26717,SUCRE,SAN MARCOS,1
584,70,717,18029,0.819458,0.180542,0.822286,0.177714,0.284708,0.715292,0.08087,0.017749,0.901381,9124,8905,SUCRE,SAN PEDRO,1
585,73,001,500686,0.89232,0.10768,0.896915,0.103085,0.440196,0.559804,0.075225,0.012231,0.912544,239289,261397,TOLIMA,IBAGUE,3
586,73,024,4091,0.859692,0.140308,0.866781,0.133219,0.369592,0.630408,0.109998,0.006111,0.883891,2128,1963,TOLIMA,ALPUJARRA,4
587,73,043,7658,0.823191,0.176809,0.8386,0.1614,0.365239,0.634761,0.104466,0.008488,0.887046,4062,3596,TOLIMA,ANZOATEGUI,4
588,73,055,11440,0.846329,0.153671,0.866958,0.133042,0.382255,0.617745,0.097115,0.001836,0.901049,5797,5643,TOLIMA,ARMERO,4
589,73,067,18237,0.803696,0.196304,0.822559,0.177441,0.302791,0.697209,0.053737,0.022482,0.923781,9573,8664,TOLIMA,ATACO,1
590,73,124,17309,0.850425,0.149575,0.864464,0.135536,0.417702,0.582298,0.078225,0.006991,0.914784,8962,8347,TOLIMA,CAJAMARCA,4
591,73,148,9643,0.875557,0.124443,0.883542,0.116458,0.408587,0.591413,0.033185,0.002385,0.96443,4820,4823,TOLIMA,CARMEN DE APICALA,4
592,73,168,43795,0.819454,0.180546,0.835232,0.164768,0.370659,0.629341,0.067017,0.008083,0.9249,22203,21592,TOLIMA,CHAPARRAL,4
593,73,236,7274,0.852901,0.147099,0.861424,0.138576,0.372972,0.627028,0.032032,0.001925,0.966043,3805,3469,TOLIMA,DOLORES,4
594,73,268,67983,0.87263,0.12737,0.886177,0.113823,0.393437,0.606563,0.040039,0.002148,0.957813,33505,34478,TOLIMA,ESPINAL,4
595,73,275,27334,0.881174,0.118826,0.892771,0.107229,0.430416,0.569584,0.026268,0.001756,0.971976,13472,13862,TOLIMA,FLANDES,3
596,73,283,28920,0.849066,0.150934,0.861618,0.138382,0.421577,0.578423,0.070885,0.005705,0.923409,14873,14047,TOLIMA,FRESNO,4
597,73,319,30516,0.849882,0.150118,0.868233,0.131767,0.338839,0.661161,0.062983,0.006259,0.930758,15133,15383,TOLIMA,GUAMO,4
598,73,347,6368,0.847205,0.152795,0.863851,0.136149,0.242776,0.757224,0.023084,0.000785,0.976131,3307,3061,TOLIMA,HERVEO,1
599,73,349,23616,0.858909,0.141091,0.874238,0.125762,0.37771,0.62229,0.09989,0.012619,0.887492,11584,12032,TOLIMA,HONDA,4
600,73,352,10057,0.846475,0.153525,0.856319,0.143681,0.386696,0.613304,0.086706,0.013125,0.900169,5229,4828,TOLIMA,ICONONZO,4
601,73,408,17084,0.846582,0.153418,0.863615,0.136385,0.373156,0.626844,0.072934,0.007785,0.919281,8380,8704,TOLIMA,LERIDA,4
602,73,411,33262,0.852685,0.147315,0.863959,0.136041,0.412483,0.587517,0.106548,0.025194,0.868258,16440,16822,TOLIMA,LIBANO,4
603,73,443,34505,0.863643,0.136357,0.881466,0.118534,0.406347,0.593653,0.074511,0.011766,0.913723,16884,17621,TOLIMA,MARIQUITA,4
604,73,449,34136,0.874063,0.125937,0.879131,0.120869,0.427906,0.572094,0.039431,0.00334,0.95723,17312,16824,TOLIMA,MELGAR,3
605,73,461,3389,0.834464,0.165536,0.847743,0.152257,0.384479,0.615521,0.0419,0.004721,0.953379,1826,1563,TOLIMA,MURILLO,4
606,73,483,14292,0.836132,0.163868,0.86321,0.13679,0.31829,0.68171,0.107473,0.013364,0.879163,7158,7134,TOLIMA,NATAGAIMA,0
607,73,520,9210,0.834311,0.165689,0.845168,0.154832,0.334962,0.665038,0.120738,0.010532,0.86873,4787,4423,TOLIMA,PALOCABILDO,0
608,73,555,21557,0.800297,0.199703,0.825532,0.174468,0.396252,0.603748,0.056687,0.006309,0.937004,11246,10311,TOLIMA,PLANADAS,4
609,73,585,22682,0.842783,0.157217,0.86055,0.13945,0.331761,0.668239,0.093113,0.009743,0.897143,11287,11395,TOLIMA,PURIFICACION,4
610,73,616,19090,0.788476,0.211524,0.80901,0.19099,0.358303,0.641697,0.089471,0.036092,0.874437,10099,8991,TOLIMA,RIOBLANCO,1
611,73,622,5161,0.849835,0.150165,0.862624,0.137376,0.416973,0.583027,0.052315,0.004457,0.943228,2741,2420,TOLIMA,RONCESVALLES,4
612,73,671,14099,0.858075,0.141925,0.876658,0.123342,0.3152,0.6848,0.0505,0.01071,0.93879,6958,7141,TOLIMA,SALDA�A,4
613,73,675,11514,0.82378,0.17622,0.839934,0.160066,0.346622,0.653378,0.093451,0.028748,0.877801,6024,5490,TOLIMA,SAN ANTONIO,4
614,73,686,5128,0.838144,0.161856,0.856864,0.143136,0.413612,0.586388,0.112715,0.029641,0.857644,2746,2382,TOLIMA,SANTA ISABEL,4
615,73,861,12137,0.841229,0.158771,0.852517,0.147483,0.389965,0.610035,0.090797,0.010381,0.898822,6219,5918,TOLIMA,VENADILLO,4
616,73,873,5021,0.846644,0.153356,0.858992,0.141008,0.439355,0.560645,0.086437,0.019916,0.893647,2668,2353,TOLIMA,VILLARRICA,3
617,76,001,1822869,0.902663,0.097337,0.911241,0.088759,0.500651,0.499349,0.111495,0.014195,0.87431,852852,970017,VALLE DEL CAUCA,CALI,3
618,76,020,12186,0.83637,0.16363,0.859675,0.140325,0.3989,0.6011,0.141638,0.024783,0.83358,6099,6087,VALLE DEL CAUCA,ALCALA,4
619,76,036,18132,0.884679,0.115321,0.899184,0.100816,0.382418,0.617582,0.038771,0.001489,0.95974,8781,9351,VALLE DEL CAUCA,ANDALUCIA,4
620,76,041,15668,0.835014,0.164986,0.847524,0.152476,0.379691,0.620309,0.067781,0.008999,0.923219,7899,7769,VALLE DEL CAUCA,ANSERMANUEVO,4
621,76,100,13954,0.824136,0.175864,0.834241,0.165759,0.404114,0.595886,0.022216,0.006163,0.971621,7023,6931,VALLE DEL CAUCA,BOLIVAR,4
622,76,109,258445,0.816328,0.183672,0.850459,0.149541,0.323562,0.676438,0.066784,0.014316,0.9189,122530,135915,VALLE DEL CAUCA,BUENAVENTURA,4
623,76,111,115821,0.896098,0.103902,0.906744,0.093256,0.47936,0.52064,0.083905,0.016301,0.899794,55392,60429,VALLE DEL CAUCA,BUGA,3
624,76,113,22052,0.868991,0.131009,0.887176,0.112824,0.417196,0.582804,0.098812,0.02222,0.878968,10875,11177,VALLE DEL CAUCA,BUGALAGRANDE,3
625,76,122,26357,0.8622,0.1378,0.873354,0.126646,0.430208,0.569792,0.143491,0.023713,0.832796,13090,13267,VALLE DEL CAUCA,CAICEDONIA,3
626,76,126,16054,0.882895,0.117105,0.895291,0.104709,0.43989,0.56011,0.118288,0.032017,0.849695,7988,8066,VALLE DEL CAUCA,DARIEN,3
627,76,130,84661,0.885047,0.114953,0.898938,0.101062,0.449723,0.550277,0.074958,0.008906,0.916136,41027,43634,VALLE DEL CAUCA,CANDELARIA,3
628,76,147,118803,0.893866,0.106134,0.902073,0.097927,0.45163,0.54837,0.15083,0.021262,0.827908,55489,63314,VALLE DEL CAUCA,CARTAGO,3
629,76,233,39665,0.863204,0.136796,0.883953,0.116047,0.423043,0.576957,0.110173,0.017421,0.872406,19944,19721,VALLE DEL CAUCA,DAGUA,3
630,76,243,7393,0.820912,0.179088,0.831733,0.168267,0.404572,0.595428,0.043825,0.003246,0.952928,3877,3516,VALLE DEL CAUCA,EL AGUILA,4
631,76,248,53983,0.886835,0.113165,0.900709,0.099291,0.444158,0.555842,0.108256,0.009651,0.882093,25945,28038,VALLE DEL CAUCA,EL CERRITO,3
632,76,250,8513,0.792435,0.207565,0.818748,0.181252,0.40397,0.59603,0.173852,0.031129,0.795019,4181,4332,VALLE DEL CAUCA,EL DOVIO,4
633,76,306,19069,0.897425,0.102575,0.913315,0.086685,0.469715,0.530285,0.068645,0.001835,0.929519,9411,9658,VALLE DEL CAUCA,GINEBRA,3
634,76,318,30275,0.874451,0.125549,0.885549,0.114451,0.41896,0.58104,0.102263,0.010933,0.886804,14665,15610,VALLE DEL CAUCA,GUACARI,3
635,76,364,131806,0.892494,0.107506,0.894815,0.105185,0.448963,0.551037,0.060908,0.007761,0.931331,63926,67880,VALLE DEL CAUCA,JAMUNDI,3
636,76,377,12879,0.880115,0.119885,0.894557,0.105443,0.483811,0.516189,0.162435,0.061728,0.775837,6524,6355,VALLE DEL CAUCA,LA CUMBRE,3
637,76,400,29388,0.879134,0.120866,0.892677,0.107323,0.432558,0.567442,0.166803,0.030965,0.802232,13847,15541,VALLE DEL CAUCA,LA UNION,3
638,76,403,11058,0.857931,0.142069,0.88904,0.11096,0.431091,0.568909,0.085549,0.006421,0.90803,5266,5792,VALLE DEL CAUCA,LA VICTORIA,3
639,76,520,302642,0.904379,0.095621,0.913237,0.086763,0.455753,0.544247,0.103693,0.005469,0.890838,144762,157880,VALLE DEL CAUCA,PALMIRA,3
640,76,563,43552,0.854289,0.145711,0.880648,0.119352,0.406365,0.593635,0.136458,0.031916,0.831627,20895,22657,VALLE DEL CAUCA,PRADERA,3
641,76,606,12816,0.870943,0.129057,0.881866,0.118134,0.431258,0.568742,0.121021,0.002965,0.876014,6343,6473,VALLE DEL CAUCA,RESTREPO,3
642,76,616,14045,0.846992,0.153008,0.870061,0.129939,0.416447,0.583553,0.088501,0.009185,0.902314,7026,7019,VALLE DEL CAUCA,RIOFRIO,4
643,76,622,31658,0.89077,0.10923,0.897561,0.102439,0.434266,0.565734,0.136364,0.012224,0.851412,15047,16611,VALLE DEL CAUCA,ROLDANILLO,3
644,76,736,36827,0.865995,0.134005,0.873788,0.126212,0.406604,0.593396,0.128357,0.010319,0.861325,18192,18635,VALLE DEL CAUCA,SEVILLA,3
645,76,823,12091,0.843685,0.156315,0.862542,0.137458,0.406666,0.593334,0.112646,0.011992,0.875362,5846,6245,VALLE DEL CAUCA,TORO,4
646,76,828,16688,0.839645,0.160355,0.85127,0.14873,0.407898,0.592102,0.111577,0.024928,0.863495,8389,8299,VALLE DEL CAUCA,TRUJILLO,4
647,76,834,187159,0.893363,0.106637,0.90117,0.09883,0.458316,0.541684,0.085067,0.009308,0.905626,88695,98464,VALLE DEL CAUCA,TULUA,3
648,76,845,4844,0.851156,0.148844,0.870149,0.129851,0.425681,0.574319,0.045417,0.00289,0.951693,2512,2332,VALLE DEL CAUCA,ULLOA,4
649,76,892,95040,0.890088,0.109912,0.901042,0.098958,0.456723,0.543277,0.102778,0.009638,0.887584,46002,49038,VALLE DEL CAUCA,YUMBO,3
650,81,001,75735,0.84962,0.15038,0.858665,0.141335,0.351753,0.648247,0.073229,0.016624,0.910147,37805,37930,ARAUCA,ARAUCA,4
651,81,065,45268,0.801317,0.198683,0.820425,0.179575,0.338915,0.661085,0.077737,0.024675,0.897588,23746,21522,ARAUCA,ARAUQUITA,1
652,81,300,17492,0.807455,0.192545,0.831866,0.168134,0.307684,0.692316,0.064029,0.014349,0.921621,8803,8689,ARAUCA,FORTUL,1
653,81,736,52884,0.825751,0.174249,0.833541,0.166459,0.362208,0.637792,0.0964,0.035436,0.868164,26254,26630,ARAUCA,SARAVENA,4
654,81,794,40311,0.826871,0.173129,0.845625,0.154375,0.318127,0.681873,0.072734,0.026916,0.90035,20387,19924,ARAUCA,TAME,4
655,85,001,156942,0.859515,0.140485,0.875037,0.124963,0.403251,0.596749,0.089817,0.021256,0.888927,77972,78970,CASANARE,YOPAL,4
656,85,015,2009,0.820806,0.179194,0.848183,0.151817,0.296167,0.703833,0.107018,0.035341,0.857641,1043,966,CASANARE,CHAMEZA,0
657,85,125,11431,0.814714,0.185286,0.842621,0.157379,0.192372,0.807628,0.077421,0.024845,0.897734,6004,5427,CASANARE,HATO COROZAL,1
658,85,136,1227,0.816626,0.183374,0.826406,0.173594,0.225754,0.774246,0.052975,0.01304,0.933985,661,566,CASANARE,LA SALINA,1
659,85,139,13291,0.829584,0.170416,0.858024,0.141976,0.344293,0.655707,0.070198,0.018358,0.911444,6909,6382,CASANARE,MANI,4
660,85,162,14828,0.850486,0.149514,0.871864,0.128136,0.30058,0.69942,0.115322,0.016658,0.86802,7370,7458,CASANARE,MONTERREY,0
661,85,225,8469,0.812493,0.187507,0.839414,0.160586,0.26473,0.73527,0.073799,0.038493,0.887708,4586,3883,CASANARE,NUNCHIA,1
662,85,230,8142,0.818104,0.181896,0.848317,0.151683,0.237779,0.762221,0.061287,0.049865,0.888848,4188,3954,CASANARE,OROCUE,1
663,85,250,34446,0.83194,0.16806,0.850055,0.149945,0.343755,0.656245,0.061023,0.016228,0.922749,17481,16965,CASANARE,PAZ DE ARIPORO,4
664,85,279,1247,0.844427,0.155573,0.85405,0.14595,0.302326,0.697674,0.016038,0.003208,0.980754,694,553,CASANARE,RECETOR,4
665,85,300,3046,0.847997,0.152003,0.873933,0.126067,0.295469,0.704531,0.069271,0.016087,0.914642,1547,1499,CASANARE,SABANALARGA,0
666,85,325,7537,0.845031,0.154969,0.863075,0.136925,0.331564,0.668436,0.014197,0.002521,0.983282,3931,3606,CASANARE,SAN LUIS DE PALENQUE,4
667,85,400,6317,0.832199,0.167801,0.854994,0.145006,0.322621,0.677379,0.044325,0.009973,0.945702,3367,2950,CASANARE,TAMARA,4
668,85,410,21709,0.838316,0.161684,0.855129,0.144871,0.338155,0.661845,0.056612,0.012207,0.931181,11115,10594,CASANARE,TAURAMENA,4
669,85,430,11734,0.832964,0.167036,0.85836,0.14164,0.324016,0.675984,0.033322,0.006818,0.95986,5950,5784,CASANARE,TRINIDAD,4
670,85,440,31727,0.852964,0.147036,0.873263,0.126737,0.440855,0.559145,0.072525,0.022946,0.904529,16032,15695,CASANARE,VILLANUEVA,3
671,86,001,48422,0.869233,0.130767,0.885073,0.114927,0.379703,0.620297,0.116373,0.03263,0.850997,23870,24552,PUTUMAYO,MOCOA,4
672,86,219,5204,0.857417,0.142583,0.879131,0.120869,0.370292,0.629708,0.158532,0.060146,0.781322,2491,2713,PUTUMAYO,COLON,0
673,86,320,33003,0.843348,0.156652,0.866285,0.133715,0.306093,0.693907,0.096537,0.017514,0.88595,16631,16372,PUTUMAYO,ORITO,0
674,86,568,57255,0.842826,0.157174,0.861951,0.138049,0.366204,0.633796,0.109021,0.029115,0.861864,28935,28320,PUTUMAYO,PUERTO ASIS,4
675,86,569,11122,0.833483,0.166517,0.852904,0.147096,0.333573,0.666427,0.081011,0.018342,0.900647,5769,5353,PUTUMAYO,PUERTO CAICEDO,4
676,86,571,17495,0.798571,0.201429,0.82395,0.17605,0.257959,0.742041,0.074764,0.034753,0.890483,9178,8317,PUTUMAYO,PUERTO GUZMAN,1
677,86,573,20045,0.770965,0.229035,0.809429,0.190571,0.270342,0.729658,0.041357,0.014318,0.944325,10701,9344,PUTUMAYO,PUERTO LEGUIZAMO,1
678,86,749,14104,0.873724,0.126276,0.891449,0.108551,0.365074,0.634926,0.208168,0.0558,0.736032,6783,7321,PUTUMAYO,SIBUNDOY,0
679,86,755,5572,0.872039,0.127961,0.903266,0.096734,0.374192,0.625808,0.15201,0.030689,0.817301,2742,2830,PUTUMAYO,SAN FRANCISCO,0
680,86,760,6836,0.83309,0.16691,0.859274,0.140726,0.297981,0.702019,0.131802,0.029842,0.838356,3340,3496,PUTUMAYO,SANTIAGO,0
681,86,865,27455,0.857986,0.142014,0.874194,0.125806,0.373666,0.626334,0.121945,0.03544,0.842615,13868,13587,PUTUMAYO,VALLE DEL GUAMUEZ,4
682,86,885,22630,0.842156,0.157844,0.859169,0.140831,0.337914,0.662086,0.166814,0.038268,0.794918,11417,11213,PUTUMAYO,VILLAGARZON,0
683,91,001,42844,0.813579,0.186421,0.835076,0.164924,0.342568,0.657432,0.052236,0.019489,0.928275,22047,20797,AMAZONAS,LETICIA,4
684,91,263,1885,0.722546,0.277454,0.772414,0.227586,0.176658,0.823342,0.037666,0.016976,0.945358,1029,856,AMAZONAS,EL ENCANTO,2
685,91,405,2357,0.740348,0.259652,0.837505,0.162495,0.053458,0.946542,0.049639,0.035214,0.915146,1316,1041,AMAZONAS,LA CHORRERA,2
686,91,460,1023,0.761486,0.238514,0.783969,0.216031,0.052786,0.947214,0.033236,0.016618,0.950147,568,455,AMAZONAS,MIRITI-PARANA,2
687,94,887,1182,0.620981,0.379019,0.730118,0.269882,0.014382,0.985618,0.109983,0.047377,0.84264,630,552,GUAINIA,PANA PANA,2
688,05,001,2372330,0.903592,0.096408,0.910448,0.089552,0.487087,0.512913,0.090066,0.008678,0.901256,1115273,1257057,ANTIOQUIA,MEDELLIN,3
689,05,002,17599,0.841809,0.158191,0.869538,0.130462,0.410251,0.589749,0.111086,0.00983,0.879084,9139,8460,ANTIOQUIA,ABEJORRAL,4
690,05,004,2159,0.86151,0.13849,0.880963,0.119037,0.379342,0.620658,0.061603,0.008337,0.93006,1171,988,ANTIOQUIA,ABRIAQUI,4
691,05,021,3839,0.836155,0.163845,0.879656,0.120344,0.379265,0.620735,0.040896,0.001823,0.957281,1912,1927,ANTIOQUIA,ALEJANDRIA,4
692,05,030,26821,0.865553,0.134447,0.888781,0.111219,0.427725,0.572275,0.10406,0.010738,0.885202,13242,13579,ANTIOQUIA,AMAGA,3
693,05,031,20265,0.826647,0.173353,0.838145,0.161855,0.389539,0.610461,0.11019,0.017715,0.872095,10177,10088,ANTIOQUIA,AMALFI,4
694,05,034,38144,0.823301,0.176699,0.85033,0.14967,0.3987,0.6013,0.1029,0.013606,0.883494,19777,18367,ANTIOQUIA,ANDES,4
695,05,036,5027,0.845435,0.154565,0.868709,0.131291,0.426298,0.573702,0.240103,0.00179,0.758106,2538,2489,ANTIOQUIA,ANGELOPOLIS,3
696,05,042,23216,0.843298,0.156702,0.86001,0.13999,0.415963,0.584037,0.114059,0.00491,0.88103,11537,11679,ANTIOQUIA,SANTAFE DE ANTIOQUIA,4
697,05,044,6388,0.785848,0.214152,0.809487,0.190513,0.398403,0.601597,0.067001,0.024264,0.908735,3304,3084,ANTIOQUIA,ANZA,4
698,05,045,113469,0.852347,0.147653,0.869656,0.130344,0.370128,0.629872,0.094836,0.019415,0.885749,55847,57622,ANTIOQUIA,APARTADO,4
699,94,888,812,0.616995,0.383005,0.759852,0.240148,0.036946,0.963054,0.070197,0.033251,0.896552,422,390,GUAINIA,MORICHAL,2
700,95,001,48086,0.814853,0.185147,0.837271,0.162729,0.368402,0.631598,0.101422,0.030591,0.867987,24865,23221,GUAVIARE,SAN JOSE DEL GUAVIARE,4
701,95,015,8648,0.794288,0.205712,0.814061,0.185939,0.375347,0.624653,0.063252,0.014107,0.922641,4900,3748,GUAVIARE,CALAMAR,4
702,95,025,11340,0.820194,0.179806,0.868078,0.131922,0.304497,0.695503,0.103792,0.026014,0.870194,6194,5146,GUAVIARE,EL RETORNO,0
703,95,200,5007,0.701817,0.298183,0.747154,0.252846,0.253445,0.746555,0.10725,0.034951,0.857799,3121,1886,GUAVIARE,MIRAFLORES,2
704,99,001,19788,0.740803,0.259197,0.757782,0.242218,0.28866,0.71134,0.064837,0.026177,0.908985,10422,9366,VICHADA,PUERTO CARRE�O,1
705,99,524,9690,0.762229,0.237771,0.796801,0.203199,0.241589,0.758411,0.057069,0.031476,0.911455,5171,4519,VICHADA,LA PRIMAVERA,1
706,99,624,4026,0.774466,0.225534,0.829359,0.170641,0.243666,0.756334,0.061103,0.064332,0.874565,2118,1908,VICHADA,SANTA ROSALIA,1
707,99,773,43138,0.66883,0.33117,0.706987,0.293013,0.076545,0.923455,0.029811,0.01836,0.951829,22983,20155,VICHADA,CUMARIBO,2
708,91,407,3781,0.733139,0.266861,0.771754,0.228246,0.085163,0.914837,0.026184,0.019307,0.954509,1985,1796,AMAZONAS,LA PEDRERA,2
709,91,536,794,0.75063,0.24937,0.778338,0.221662,0.139798,0.860202,0.093199,0.074307,0.832494,412,382,AMAZONAS,PUERTO ARICA,2
710,91,540,7896,0.734422,0.265578,0.758865,0.241135,0.211626,0.788374,0.03926,0.015578,0.945162,4152,3744,AMAZONAS,PUERTO NARIÑO,2
